41439;62977;51532.44;50894.00
39415;55392;45426.17;45741.00
37894;56172;44009.46;43646.50
37161;52346;43852.29;43138.50
37456;50443;43251.48;42814.00
36138;51894;43115.58;42389.50
38146;51514;42018.58;40988.50
37351;53798;42483.88;41618.00
37756;51640;42412.29;41759.00
37607;47945;41453.81;41018.50
37312;49708;41677.48;41054.00
38132;49927;43067.12;42527.50
37898;49669;42119.02;40945.00
36235;50983;42171.73;41775.50
37640;50878;42036.85;41559.00
37935;52594;42164.98;41437.50
38049;52613;41851.06;41059.50
36359;50888;41860.23;40731.50
37502;52522;42050.83;41321.00
37250;50661;41669.81;40943.50
37432;49091;41694.58;40900.50
37479;52160;42561.21;42046.50
37236;52057;41808.02;40686.00
37128;49517;42084.33;41433.00
37252;50344;41685.38;41454.50
36785;53883;42253.52;41207.50
37913;53730;42475.33;40904.00
38000;46151;40598.19;40146.50
36946;52286;42602.00;42176.50
36847;53050;41795.65;41680.00
37625;53530;41604.67;40919.00
37278;48343;41097.44;40982.50
37168;47890;41051.50;40531.50
37439;49828;40901.81;40202.00
37216;49532;41876.98;41151.00
36534;49189;40464.04;40203.50
35959;51860;41091.29;40069.00
36089;52554;41049.31;40937.00
36597;48881;41224.08;40418.50
35959;50422;41022.44;40057.50
36441;50116;40827.79;40053.50
36247;47460;40553.56;40006.00
37920;49048;42278.12;41964.00
36010;49148;40780.85;40247.50
35607;48122;40732.50;40038.00
36350;49231;42249.96;41773.00
36121;47181;41369.50;40683.00
36495;48576;40953.35;39901.50
37072;52540;40540.25;39595.00
36050;50538;40840.98;39753.50
36959;48442;41511.56;40866.00
36426;50729;40463.17;40196.00
36220;52032;41442.60;40677.00
36542;50613;40378.90;39398.00
36050;52642;40752.33;39876.50
36441;47190;40489.96;40261.50
35607;44110;39964.79;39901.00
36220;47069;40478.21;39776.50
35646;51566;40934.88;40453.00
36495;50516;40479.35;39873.50
36565;49601;40717.23;39720.00
37050;52558;41485.44;40859.50
35662;48397;40559.02;39482.00
35942;52846;41068.81;39660.00
35946;45358;40467.17;40320.50
36121;47892;40491.52;40110.50
36529;50700;40649.58;40060.00
35635;48791;40345.73;39789.50
35662;46713;39912.12;39879.00
35635;51834;40770.67;39803.50
36091;46001;40036.12;39682.00
35940;47551;40365.15;39640.00
35959;46941;39647.15;39095.00
35610;47175;40179.79;40085.00
35942;48713;40164.00;39751.00
35646;53337;41011.77;39996.00
35662;49435;40518.48;39730.50
35646;53793;40692.38;39661.50
36645;45081;40078.38;39911.50
35968;48831;40510.08;39892.00
35646;48556;39970.10;39754.00
35610;47614;40335.54;39968.00
35959;47046;39801.67;39387.50
35646;49876;40276.17;39546.50
35942;45296;39820.94;39457.00
35942;52684;40226.29;39516.00
35942;51226;40457.60;39929.50
35456;46168;39528.29;39327.50
35942;53736;40622.31;39770.50
35646;51853;39806.19;39465.00
35910;48737;39957.42;39270.00
35662;52399;40156.25;39402.50
35861;46914;40377.90;40310.50
35463;48671;40612.15;39883.00
35646;49972;39875.12;39397.50
35646;50426;40081.27;39107.50
35681;50160;39867.17;39335.50
35635;47160;39714.12;39425.00
35942;48661;39548.71;39298.00
35430;46450;39235.67;39091.00
35430;46351;39427.56;39269.50
35347;47680;39829.56;39585.50
35635;51273;40102.90;39552.50
35681;47187;39978.33;39956.00
35430;46216;39271.35;38875.50
35430;49003;39145.21;38494.00
35347;44143;39313.50;39204.50
35759;46476;38846.79;39125.00
35430;46500;39639.31;39448.50
35430;45923;39700.12;39381.50
35430;48793;39655.75;38948.00
35430;44913;38914.52;39187.50
35347;50088;39236.08;37990.00
35347;47833;38644.90;37731.00
35347;50868;38815.17;37804.50
35430;45760;38678.90;38170.00
35430;50212;39571.10;38866.00
35430;47003;38529.29;38433.00
35430;44372;38252.15;37298.50
35347;44015;38761.25;38054.50
35347;47034;38279.88;37309.00
35430;45121;38105.75;37196.00
35430;48192;38710.58;37920.50
35430;47003;38869.48;37832.50
35430;44736;38238.60;37352.00
35430;43977;37994.52;37305.00
35430;44841;38209.81;37177.50
35430;48975;38684.56;37806.00
35081;44283;38452.08;38115.00
35081;46023;37809.54;36935.00
35430;44750;38332.77;37233.50
34993;47186;38364.60;37225.00
35081;47813;38044.62;37295.00
35081;45939;37723.77;36652.00
35081;48927;38831.00;37447.00
35081;44850;38588.27;37588.50
35081;48098;37808.27;36594.00
35081;44570;37310.33;36363.50
34993;49239;37626.15;37079.50
34993;43186;37507.75;36767.50
34993;49029;37415.19;35690.50
34993;47256;38177.88;37250.50
34993;43673;37071.12;35765.00
34993;43854;37321.85;36321.00
34993;49941;38390.73;37233.50
34993;48872;37333.21;35748.50
34993;47567;36874.96;35689.50
34993;49620;37823.98;36446.00
34993;46500;36946.29;35676.00
34993;50892;38385.88;37128.50
